,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Incident type 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,
Outage_OIS_Number,Date,Time,Latitude,Longitude,Circuit Name,Type of Equipment Involved,Facility Identification,Voltage,Overhead/Underground,,,,,,,,,,,,,,,,
TR5854497,7/12/15,1:54:00 AM,39.952028,-122.23034,CORNING-1101,Conductor,101528676,12000,OH,,,,,,,,,,,,,,,,
1266969,7/12/15,5:29:00 PM,37.4713,-122.42559,HALF-MOON-BAY-1101,Conductor,1 s w c509,12000,OH,,,,,,,,,,,,,,,,
1267391,7/13/15,1:55:00 PM,37.26547999,-121.98035,VASONA-1103,Capacitor Bank,100523574,12000,OH,,,,,,,,,,,,,,,,
TR5857784,7/13/15,5:06:00 PM,37.96803,-122.359113,RICHMOND-R-1126,Conductor,101435021,12000,OH,,,,,,,,,,,,,,,,
1268147,7/14/15,5:38:00 PM,37.363076,-122.021016,BRITTON-1110,Conductor,100530398,12000,OH,,,,,,,,,,,,,,,,
1268227,7/14/15,8:37:00 PM,38.24395,-122.54054,LAKEVILLE-1102,Conductor,101997187,12000,OH,,,,,,,,,,,,,,,,
TR5859731,7/14/15,12:58:00 PM,39.026958,-122.135309,CORTINA-1101,Conductor,Pole 010/189 - SAND CREEK RD CORTINA SCHOOL RD,12000,OH,,,,,,,,,,,,,,,,
1268417,7/15/15,9:06:00 AM,36.99698,-121.738119,GREEN-VALLEY-2101,Conductor,101795728,21000,OH,,,,,,,,,,,,,,,,
1268753,7/15/15,7:41:00 PM,36.89846,-121.690529,WATSONVILLE-2101,Conductor,101710538,21000,OH,,,,,,,,,,,,,,,,
1269315,7/16/15,7:44:00 PM,37.198935,-119.7712317,STOREY-1109,Conductor,20334 ROAD 400,12000,OH,,,,,,,,,,,,,,,,
1269289,7/16/15,6:31:00 PM,37.7619,-120.821269,COTTLE-1703,Conductor,102333491,17000,OH,,,,,,,,,,,,,,,,
1269395,7/17/15,2:03:00 AM,36.96717999,-119.643649,WOODWARD-2108,Conductor,100651276,21000,OH,,,,,,,,,,,,,,,,
1269389,7/17/15,1:05:00 AM,34.8682,-120.323,SISQUOC-1101,Conductor,EAST OF SISQUOC SUB,12000,OH,,,,,,,,,,,,,,,,
1269749,7/17/15,5:53:00 PM,38.55961,-121.64346,DAVIS-1110,Conductor,in mid span between 2 poles. @ 46735 co. rd. 32B davis,12000,OH,,,,,,,,,,,,,,,,
1270207,7/18/15,5:16:00 PM,38.838259,-123.629678,GUALALA-1112,Conductor,off HWY 1  PA,12000,OH,,,,,,,,,,,,,,,,
1272239,7/19/15,10:55:00 AM,35.21499,-120.614369,SAN-LUIS-OBISPO-1104,Conductor,101930875,12000,OH,,,,,,,,,,,,,,,,
TR5882579,7/19/15,7:41:00 PM,38.65629,-121.793529,WOODLAND-1112,Conductor,BASE OF TRANSMISSION / DISTRIBUITION POLE = 1/P/S/O FUSES # 8973,12000,OH,,,,,,,,,,,,,,,,
TR5885313,7/20/15,3:37:00 PM,37.762028,-120.865371,COTTLE-1704,Conductor,,17000,OH,,,,,,,,,,,,,,,,
1274471,7/21/15,8:49:00 AM,39.1181283,-123.20113,UKIAH-1113,Unknown,102178810,12000,OH,,,,,,,,,,,,,,,,
1274575,7/21/15,11:41:00 AM,37.1805533,-121.062465,SANTA-NELLA-1104,Conductor,e/o dmc s/o cottenwood,12000,OH,,,,,,,,,,,,,,,,
1275288,7/22/15,11:05:00 AM,38.1206267,-122.2481267,HIGHWAY-1106,Conductor,102308149,12000,OH,,,,,,,,,,,,,,,,
1275603,7/22/15,2:27:00 PM,38.793537,-120.71402,APPLE-HILL-1104,Conductor,s\ 3204 stope dr,12000,OH,,,,,,,,,,,,,,,,
1276166,7/23/15,1:24:00 PM,36.23982999,-119.77674,JACOBS-CORNER-1101,Conductor,103242492,12000,OH,,,,,,,,,,,,,,,,
1276696,7/24/15,2:52:00 PM,36.69127,-119.0311733,DUNLAP-1102,Transformer,46970 DUNLAP RD,12000,OH,,,,,,,,,,,,,,,,
1276428,7/24/15,3:09:00 AM,38.4522733,-121.7181933,DIXON-1103,Conductor,101575623,12000,OH,,,,,,,,,,,,,,,,
1277276,7/25/15,7:35:00 PM,39.784766,-121.860824,ANITA-1105,Conductor,"3668  hicks lane, Chico",12000,OH,,,,,,,,,,,,,,,,
1277027,7/25/15,2:08:00 PM,38.92644999,-121.29455,LINCOLN-1104,Conductor,wise rd west of gladding lincoln,12000,OH,,,,,,,,,,,,,,,,
1277444,7/26/15,11:38:00 AM,39.15861,-121.06344,GRASS-VALLEY-1101,Conductor,15499 ALLISON RANCH RD,12000,OH,,,,,,,,,,,,,,,,
1277778,7/27/15,9:42:00 AM,37.65653,-121.757045,LAS-POSITAS-2108,Conductor,100926006,21000,OH,,,,,,,,,,,,,,,,
1278165,7/27/15,4:15:00 PM,39.0711433,-121.4727783,OLIVEHURST-1105,Other,101324044,12000,OH,,,,,,,,,,,,,,,,
TR5901248,7/27/15,1:08:00 PM,37.7673017,-121.4199817,TRACY-1106,Other,AT C258; S/S ARBOR W/ MACARTHUR,12000,OH,,,,,,,,,,,,,,,,
TR5903556,7/28/15,12:26:00 PM,40.908574,-124.071589,JANES-CREEK-1104,Lightning Arrestor,100973761,12000,OH,,,,,,,,,,,,,,,,
TR5903579,7/28/15,12:37:00 PM,37.942879,-120.94398,VALLEY-HOME-1703,Conductor,"Waverly Road and HWY 4, Farmington",17000,OH,,,,,,,,,,,,,,,,
1278641,7/28/15,12:32:00 PM,37.76431,-121.3442483,BANTA-1102,Conductor,w/ berry ave on canal blvd,12000,OH,,,,,,,,,,,,,,,,
1279868,7/29/15,11:40:00 PM,37.36621999,-121.84381,MC-KEE-1107,Conductor,IRO 751 FLEMING AVE IN FIELD NEAR DRY CREEK BED,12000,OH,,,,,,,,,,,,,,,,
TR5911356,7/30/15,2:27:00 PM,38.345923,-122.310538,PUEBLO-2103,Unknown,In ditch at base of pole. 12 by 60,21000,OH,,,,,,,,,,,,,,,,
1280313,7/30/15,2:58:00 PM,38.44480999,-121.82692,DIXON-1102,Transformer,103309947,12000,OH,,,,,,,,,,,,,,,,
1280331,7/30/15,3:31:00 PM,39.232136,-121.056744,BRUNSWICK-1110,Conductor,"BEHIND 272 HUGHES RD, GRASS VALLEY",12000,OH,,,,,,,,,,,,,,,,
1280424,7/30/15,6:01:00 PM,37.90209,-120.47386,PEORIA-FLAT-1701,Conductor,101019808,17000,OH,,,,,,,,,,,,,,,,
1280470,7/30/15,7:15:00 PM,37.810242,-120.128715,CURTIS-1703,Conductor,,17000,OH,,,,,,,,,,,,,,,,
1280925,7/31/15,4:04:00 PM,36.7974433,-119.818885,ASHLAN-AVENUE-2119,Conductor,100856564,21000,OH,,,,,,,,,,,,,,,,
1281024,7/31/15,7:42:00 PM,35.39864,-118.98998,BAKERSFIELD-1102,Conductor,100164905,12000,OH,,,,,,,,,,,,,,,,
1281058,7/31/15,9:24:00 PM,38.38045,-120.56283,WEST-POINT-1102,Conductor,ACROSS FROM 1958 QUAIL LN   WEST POINT,12000,OH,,,,,,,,,,,,,,,,
1281138,8/1/15,6:15:00 AM,36.40288999,-121.90944,OTTER-1101,Conductor,3spans loadside of 40283,12000,OH,,,,,,,,,,,,,,,,
1281580,8/2/15,1:49:00 PM,37.87995999,-122.52679,ALTO-1120,Conductor,102276049,12000,OH,,,,,,,,,,,,,,,,
1281613,8/2/15,4:36:00 PM,37.63172,-120.154709,BEAR-VALLEY-2105,Conductor,101076992,21000,OH,,,,,,,,,,,,,,,,
1281713,8/3/15,1:03:00 AM,40.5056,-122.34702,JESSUP-1103,Conductor,101503428,12000,OH,,,,,,,,,,,,,,,,
TR5922388,8/4/15,4:14:00 PM,40.08216,-121.15383,BUCKS-CREEK-1102,Fuse,100441220,12000,OH,,,,,,,,,,,,,,,,
TR5925201,8/5/15,3:18:00 PM,37.319965,-120.505074,EL-CAPITAN-1105,Capacitor Bank,101162540,12000,OH,,,,,,,,,,,,,,,,
1283698,8/6/15,4:34:00 PM,39.2754167,-122.0758033,MAXWELL-1102,Conductor,6 POLES E/LR 3036,12000,OH,,,,,,,,,,,,,,,,
1283528,8/6/15,11:23:00 AM,38.226866,-121.026127,LOCKEFORD-SUB-2102,Conductor,103194904,21000,OH,,,,,,,,,,,,,,,,
TR5933051,8/7/15,8:36:00 AM,37.840049,-122.18234,MORAGA-1105,Conductor,100498058,12000,OH,,,,,,,,,,,,,,,,
1284846,8/7/15,5:15:00 PM,39.891752,-122.169363,CORNING-1104,Conductor,101500955,12000,OH,,,,,,,,,,,,,,,,
TR5938512,8/8/15,4:19:00 PM,41.284432,-124.07568,ORICK-1102,Conductor,100978185,12000,OH,,,,,,,,,,,,,,,,
1285135,8/8/15,7:44:00 AM,39.20065999,-121.21365,NARROWS-2105,Transformer,100076217,21000,OH,,,,,,,,,,,,,,,,
1285989,8/10/15,1:01:00 PM,36.88775,-121.8157767,GREEN-VALLEY-2103,Conductor,,21000,OH,,,,,,,,,,,,,,,,
1285931,8/10/15,11:36:00 AM,37.94464,-121.969809,CLAYTON-2217,Conductor,1 pole west of c/o 7069,21000,OH,,,,,,,,,,,,,,,,
1286221,8/10/15,7:09:00 PM,38.529583,-120.81642,OLETA-1102,Conductor,101235918,12000,OH,,,,,,,,,,,,,,,,
1286322,8/11/15,4:56:00 AM,36.12892,-121.01473,SAN-ARDO-1102,Conductor,101728045,12000,OH,,,,,,,,,,,,,,,,
1287468,8/12/15,5:53:00 PM,40.21534,-123.86814,FRUITLAND-1142,Conductor,1 SP LD SD METER 1007960761,12000,OH,,,,,,,,,,,,,,,,
1287556,8/13/15,4:05:00 AM,38.77572999,-121.85849,ZAMORA-1106,Conductor,LINE & BUCK PG&E POLE AT FUSES 79079.,12000,OH,,,,,,,,,,,,,,,,
1288082,8/13/15,11:50:00 PM,37.407675,-121.853845,MILPITAS-1108,Fuse,100558502,12000,OH,,,,,,,,,,,,,,,,
1287541,8/13/15,4:00:00 AM,37.207208,-119.734303,COARSEGOLD-2103,Conductor,44365 SAVAGE RD COARSEGOLD,21000,OH,,,,,,,,,,,,,,,,
TR5960501,8/14/15,10:24:00 AM,39.828847,-122.085067,CAPAY-1101,Conductor,4 TH AVE N/O 1/4 MI. CLARK RD,12000,OH,,,,,,,,,,,,,,,,
1288510,8/14/15,5:48:00 PM,37.889433,-120.493341,PEORIA-FLAT-1704,Conductor,"ENTRANCE TO 14650 HWY 108, JAMESTOWN",17000,OH,,,,,,,,,,,,,,,,
1288754,8/15/15,12:32:00 PM,36.834417,-121.661353,PRUNEDALE-1110,Conductor,101713223,12000,OH,,,,,,,,,,,,,,,,
1288785,8/15/15,1:48:00 PM,37.96071999,-122.570939,SAN-RAFAEL-1108,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1289055,8/16/15,8:02:00 AM,35.457237,-120.656741,ATASCADERO-1103,Conductor,"8932 SAN GABRIEL RD. SW C/O OF LOT, Atascadero",12000,OH,,,,,,,,,,,,,,,,
1289135,8/16/15,12:02:00 PM,37.59395,-122.00663,JARVIS-1110,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1289721,8/16/15,9:04:00 PM,38.59630999,-121.526619,WEST-SACRAMENTO-1109,Conductor,101606084,12000,OH,,,,,,,,,,,,,,,,
1290063,8/17/15,8:40:00 AM,37.07566999,-122.02303,CAMP-EVERS-2104,Conductor,101800237,21000,OH,,,,,,,,,,,,,,,,
1290631,8/17/15,11:40:00 PM,36.68672,-119.06123,DUNLAP-1102,Conductor,46371 ORCHARD DRIVE,12000,OH,,,,,,,,,,,,,,,,
TR5978395,8/17/15,2:44:00 PM,36.721603,-119.831474,WEST-FRESNO-1112,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1290517,8/17/15,5:39:00 PM,38.83366,-123.55335,GUALALA-1112,Conductor,14 spans load side 2345,12000,OH,,,,,,,,,,,,,,,,
TR5980969,8/18/15,8:10:00 AM,39.086734,-122.923595,HARTLEY-1102,Unknown,at base of pole across from 3838 Hill rd Lakeport,12000,OH,,,,,,,,,,,,,,,,
1291207,8/18/15,11:47:00 PM,39.20201,-121.07844,GRASS-VALLEY-1103,Conductor,3 LOC HIDDEN VALLEY  ; OLD AUBURN RD 1,12000,OH,,,,,,,,,,,,,,,,
1291286,8/19/15,5:38:00 AM,39.28313,-123.29312,CALPELLA-1101,Conductor,MTR#50001225,12000,OH,,,,,,,,,,,,,,,,
1291269,8/19/15,2:25:00 AM,39.384835,-122.551362,ELK-CREEK-1101,Conductor,@ MTR # 1008056130,12000,OH,,,,,,,,,,,,,,,,
1291557,8/19/15,1:14:00 PM,37.792569,-120.774831,COTTLE-1701,Conductor,102334306,17000,OH,,,,,,,,,,,,,,,,
1292127,8/20/15,2:13:00 PM,36.89894,-119.52129,COPPERMINE-1104,Conductor,100725569,12000,OH,,,,,,,,,,,,,,,,
1292636,8/21/15,3:33:00 PM,37.429475,-121.9141567,DIXON-LANDING-2102,Conductor,BACK YARD OF 296 ABBOTT,21000,OH,,,,,,,,,,,,,,,,
1293087,8/22/15,8:43:00 PM,38.7747567,-120.8563517,PLACERVILLE-1110,Conductor,at base of co pole 21721 - 720 Woodridge Rd.,12000,OH,,,,,,,,,,,,,,,,
1293328,8/23/15,2:26:00 PM,38.933443,-122.619985,HIGHLANDS-1104,Conductor,7200 so. center dr,12000,OH,,,,,,,,,,,,,,,,
1293329,8/23/15,2:16:00 PM,37.3394,-120.4377783,EL-CAPITAN-1102,Lightning Arrestor,AT INTERSECTION OF HARBOR & DUNN,12000,OH,,,,,,,,,,,,,,,,
1294014,8/24/15,10:56:00 PM,37.89604999,-122.6011,ALTO-1125,Unknown,200' east of pan toll rd 50' north of panoramic hwy,12000,OH,,,,,,,,,,,,,,,,
1294140,8/25/15,8:22:00 AM,38.33511,-123.0448683,SALMON-CREEK-1101,Conductor,101974695,12000,OH,,,,,,,,,,,,,,,,
1294446,8/25/15,2:05:00 PM,39.1491,-121.597149,MARYSVILLE-1102,Conductor,101338374,12000,OH,,,,,,,,,,,,,,,,
1295224,8/26/15,11:11:00 PM,36.3897183,-121.3652833,SOLEDAD-2102,Conductor,101756678,21000,OH,,,,,,,,,,,,,,,,
1295039,8/26/15,4:04:00 PM,36.6245,-121.5289067,UNKNOWN,Conductor,101770699,12000,OH,,,,,,,,,,,,,,,,
TR6009076,8/26/15,12:26:00 PM,37.96382,-122.524322,SAN-RAFAEL-1101,Conductor,102242504,12000,OH,,,,,,,,,,,,,,,,
1295274,8/27/15,3:50:00 AM,37.844804,-122.199224,OAKLAND-K-1102,Conductor,100487196,12000,OH,,,,,,,,,,,,,,,,
1295713,8/27/15,6:19:00 PM,37.40303999,-121.905569,MONTAGUE-2108,Switch,switches 1238 and 1114,21000,OH,,,,,,,,,,,,,,,,
TR6018996,8/28/15,12:03:00 PM,37.904709,-122.205841,SOBRANTE-GRIZZLY-CLAREMONT-#2,Conductor,103623279,115000,OH,,,,,,,,,,,,,,,,
1296471,8/28/15,9:49:00 PM,38.01981999,-122.061359,TIDEWATER-2104,Conductor,HWY 4   PORT CHICAGO   WILLOW PASS,21000,OH,,,,,,,,,,,,,,,,
1295886,8/28/15,3:28:00 AM,36.6067,-119.8807,MC-MULLIN-1106,Conductor,100710466,12000,OH,,,,,,,,,,,,,,,,
TR6018966,8/28/15,11:50:00 AM,38.8513017,-121.1468683,PENRYN-1103,Conductor,100068928,12000,OH,,,,,,,,,,,,,,,,
1295933,8/28/15,7:15:00 AM,38.88393999,-121.30302,LINCOLN-1102,Conductor,100068928,12000,OH,,,,,,,,,,,,,,,,
1296523,8/28/15,11:33:00 PM,37.80390999,-121.20762,MANTECA-1704,Conductor,102084916,17000,OH,,,,,,,,,,,,,,,,
1296568,8/29/15,2:14:00 AM,38.63019,-122.8327,FITCH-MOUNTAIN-1113,Conductor,"Dirt road across from 3204 Rio Lindo Rd, Healdsburg",12000,OH,,,,,,,,,,,,,,,,
1297344,8/30/15,8:09:00 PM,38.4039,-120.5559,WEST-POINT-1102,Conductor,centennial mine rd,12000,OH,,,,,,,,,,,,,,,,
1297820,8/31/15,2:33:00 PM,36.53251,-121.1462,HOLLISTER-2105,Conductor,29401 Hwy 25,21000,OH,,,,,,,,,,,,,,,,
1297981,8/31/15,7:46:00 PM,37.98850999,-122.577759,SAN-RAFAEL-1104,Conductor,102222106,12000,OH,,,,,,,,,,,,,,,,
1297905,8/31/15,4:27:00 PM,40.49147,-122.283482,JESSUP-1103,Conductor,101467437,12000,OH,,,,,,,,,,,,,,,,
1298543,9/1/15,6:51:00 PM,35.38206999,-118.93012,MAGUNDEN-1106,Conductor,100120045,12000,OH,,,,,,,,,,,,,,,,
1298604,9/1/15,10:25:00 PM,35.64434,-120.70667,PASO-ROBLES-1104,Conductor,101939126,12000,OH,,,,,,,,,,,,,,,,
1298282,9/1/15,9:49:00 AM,39.40543999,-122.00113,RICE-1101,Conductor,101638382,12000,OH,,,,,,,,,,,,,,,,
1298044,9/1/15,2:19:00 AM,38.1594083,-121.6127917,GRAND-ISLAND-2224,Conductor,16393 JACKSON BL  ISLETON,21000,OH,,,,,,,,,,,,,,,,
TR6042815,9/2/15,7:21:00 PM,39.7250533,-122.0870767,CAPAY-1102,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1300035,9/4/15,8:51:00 AM,36.79245999,-121.66288,PRUNEDALE-1110,Conductor,101722853,12000,OH,,,,,,,,,,,,,,,,
1299995,9/4/15,8:20:00 AM,40.23182,-122.36428,RED-BLUFF-1101,Conductor,E/O FRONTIER RD & N/O WAGON WAY,12000,OH,,,,,,,,,,,,,,,,
1300694,9/5/15,4:49:00 PM,37.69106,-122.0578,CASTRO-VALLEY-1101,Conductor,100914170,12000,OH,,,,,,,,,,,,,,,,
1300476,9/5/15,5:54:00 AM,39.927545,-122.1914867,CORNING-1103,Conductor,101533501,12000,OH,,,,,,,,,,,,,,,,
1301043,9/6/15,6:30:00 PM,34.619535,-120.2533933,BUELLTON-1101,Conductor,meter# 1008400678,12000,OH,,,,,,,,,,,,,,,,
1301061,9/6/15,7:41:00 PM,37.5133,-121.946929,NEWARK-2107,Conductor,100943889,21000,OH,,,,,,,,,,,,,,,,
1300991,9/6/15,2:04:00 PM,40.16924999,-122.256919,RED-BLUFF-1103,Conductor,at switch 3571,12000,OH,,,,,,,,,,,,,,,,
1301087,9/7/15,12:14:00 AM,37.69131,-122.138835,SAN-LEANDRO-1107,Conductor,,12000,OH,,,,,,,,,,,,,,,,
TR6059739,9/8/15,8:20:00 AM,37.413155,-121.8819867,MILPITAS-1106,Conductor,100561024,12000,OH,,,,,,,,,,,,,,,,
1302213,9/9/15,9:38:00 AM,37.10405,-121.885259,LOS-GATOS-1107,Conductor,100520291,12000,OH,,,,,,,,,,,,,,,,
TR6063661,9/9/15,6:50:00 AM,38.826948,-123.015781,CLOVERDALE-1102,Capacitor Bank,102039036,12000,OH,,,,,,,,,,,,,,,,
1303666,9/10/15,5:48:00 PM,38.504872,-122.353464,SILVERADO-2102,Conductor,103159970,21000,OH,,,,,,,,,,,,,,,,
TR6070862,9/10/15,5:43:00 AM,37.460925,-121.84342,MILPITAS-1109,Capacitor Bank,100619766,12000,OH,,,,,,,,,,,,,,,,
1303890,9/11/15,8:35:00 AM,38.10938,-122.86999,OLEMA-1101,Conductor,102293992,12000,OH,,,,,,,,,,,,,,,,
1303833,9/11/15,6:46:00 AM,37.52319,-122.26541,BELMONT-1103,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1304207,9/11/15,5:34:00 PM,37.79721999,-121.27472,VIERRA-1703,Capacitor Bank,102105463,17000,OH,,,,,,,,,,,,,,,,
1304546,9/12/15,11:49:00 AM,35.3557633,-119.04595,WESTPARK-1111,Conductor,100194486,12000,OH,,,,,,,,,,,,,,,,
TR6082353,9/12/15,10:12:00 AM,39.116441,-121.069298,DRUM-RIO-OSO-#2,Conductor,"TOP OF AVALON PLACE, GRASS VALLEY  TOWER NUMBER 19/152  40689729",115000,OH,,,,,,,,,,,,,,,,
1304536,9/12/15,11:11:00 AM,38.6030383,-120.67409,APPLE-HILL-2102,Conductor,101394996,21000,OH,,,,,,,,,,,,,,,,
1305101,9/13/15,6:57:00 PM,39.26730999,-121.883079,LIVE-OAK-1104,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1304925,9/13/15,9:06:00 AM,37.724545,-121.3259417,BANTA-1103,Conductor,CRNR OF KASSON AND LORENZEN,12000,OH,,,,,,,,,,,,,,,,
1306600,9/15/15,11:24:00 PM,37.99139999,-121.66822,BRENTWOOD-2112,,14592112,21000,OH,,,,,,,,,,,,,,,,
1306519,9/15/15,8:19:00 PM,36.58738999,-119.56865,PARLIER-1104,Conductor,100878350,12000,OH,,,,,,,,,,,,,,,,
1308291,9/18/15,3:45:00 PM,37.8690867,-121.2063317,WEBER-1102,Conductor,IN CANAL AT 5027 FRENCH CAMP RD,12000,OH,,,,,,,,,,,,,,,,
1308318,9/18/15,5:09:00 PM,37.8992,-120.455079,PEORIA-FLAT-1701,Conductor,101019893,17000,OH,,,,,,,,,,,,,,,,
1308511,9/19/15,9:56:00 AM,38.4755,-122.90691,MIRABEL-1101,Conductor,103334444,12000,OH,,,,,,,,,,,,,,,,
1308972,9/20/15,4:34:00 PM,39.86379,-121.65991,ORO-FINO-1102,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1309561,9/21/15,2:28:00 PM,40.478632,-123.771047,BRIDGEVILLE-1101,Conductor,"mile marker 29.1, e of hairpin turn",12000,OH,,,,,,,,,,,,,,,,
1309665,9/21/15,6:15:00 PM,38.24517,-122.04115,SUISUN-1102,Conductor,REAR OF 900 TAFT,12000,OH,,,,,,,,,,,,,,,,
1309189,9/21/15,4:25:00 AM,38.65867,-121.0403533,CLARKSVILLE-2104,Conductor,1of3@13833,21000,OH,,,,,,,,,,,,,,,,
1309854,9/22/15,12:58:00 AM,39.0078,-122.89376,CLEAR-LAKE-1101,Conductor,102159765,12000,OH,,,,,,,,,,,,,,,,
1310525,9/22/15,8:14:00 PM,38.47786,-121.98948,PUTAH-CREEK-1103,Conductor,101577611,12000,OH,,,,,,,,,,,,,,,,
1310294,9/22/15,4:17:00 PM,39.12244,-121.63922,BOGUE-1103,Conductor,101300036,12000,OH,,,,,,,,,,,,,,,,
1311129,9/24/15,9:28:00 AM,38.6769,-123.31398,ANNAPOLIS-1101,Conductor,Str. 041/007,12000,OH,,,,,,,,,,,,,,,,
TR6125933,9/24/15,4:20:00 AM,39.9203183,-122.3859083,CORNING-1102,Unknown,103132877,12000,OH,,,,,,,,,,,,,,,,
1311414,9/24/15,1:58:00 PM,39.350775,-121.24544,BANGOR-1101,Conductor,9692 Rices-Texas Hill rd.,12000,OH,,,,,,,,,,,,,,,,
1312101,9/25/15,5:30:00 PM,38.716862,-120.769341,PLACERVILLE-1112,Conductor,101405928,12000,OH,,,,,,,,,,,,,,,,
1312036,9/25/15,1:31:00 PM,37.2610017,-120.7310883,LIVINGSTON-1101,Conductor,2 POLES EAST OF MTR#1009626581,12000,OH,,,,,,,,,,,,,,,,
1312451,9/26/15,2:32:00 PM,37.98601,-121.230119,CHEROKEE-1102,Conductor,102135315,12000,OH,,,,,,,,,,,,,,,,
1313033,9/28/15,9:49:00 AM,37.96233,-122.176509,ALHAMBRA-1105,Conductor,100458692,12000,OH,,,,,,,,,,,,,,,,
1313307,9/28/15,5:17:00 PM,38.13501999,-122.47704,IGNACIO-1104,Conductor,1 mile north of 37 on lakeville,12000,OH,,,,,,,,,,,,,,,,
1312897,9/28/15,5:08:00 AM,38.78772,-121.20832,DEL-MAR-1104,Capacitor Bank,100058887,12000,OH,,,,,,,,,,,,,,,,
1313934,9/29/15,7:46:00 PM,37.9778583,-121.7194933,CONTRA-COSTA-2113,Conductor,100470700,21000,OH,,,,,,,,,,,,,,,,
1313924,9/29/15,7:07:00 PM,35.41975999,-118.949889,COLUMBUS-1105,Conductor,100193545,12000,OH,,,,,,,,,,,,,,,,
1313389,9/29/15,3:51:00 AM,38.337,-121.860088,PEABODY-2105,Conductor,FRY RD @ CLARK,21000,OH,,,,,,,,,,,,,,,,
1314418,9/30/15,4:42:00 PM,37.35420999,-122.15916,LOYOLA-1102,Conductor,100520776,12000,OH,,,,,,,,,,,,,,,,
1314496,9/30/15,7:56:00 PM,39.2188317,-122.2464283,MAXWELL-1102,Conductor,101641855,12000,OH,,,,,,,,,,,,,,,,
1314457,9/30/15,5:39:00 PM,38.574692,-120.682033,APPLE-HILL-2102,Conductor,7901 shenandoah ln,21000,OH,,,,,,,,,,,,,,,,
1314977,10/1/15,1:25:00 PM,37.62910999,-122.11534,MT.-EDEN-1114,Conductor,X ST FROM 25920 EDEN LANDING RD,12000,OH,,,,,,,,,,,,,,,,
1314573,10/1/15,3:07:00 AM,39.66657,-121.774209,BUTTE-1103,Capacitor Bank,100345398,12000,OH,,,,,,,,,,,,,,,,
1315658,10/2/15,7:23:00 PM,36.94544,-119.8302,CASSIDY-2107,Conductor,101121403,21000,OH,,,,,,,,,,,,,,,,
1315729,10/3/15,7:29:00 AM,39.0632633,-122.6236917,REDBUD-1101,Conductor,2323 new long valley rd,12000,OH,,,,,,,,,,,,,,,,
1316346,10/3/15,10:56:00 PM,39.11578,-122.88785,LUCERNE-1103,Conductor,102164828,12000,OH,,,,,,,,,,,,,,,,
1316867,10/4/15,6:41:00 PM,39.11654,-122.89514,LUCERNE-1103,Conductor,robin hll,12000,OH,,,,,,,,,,,,,,,,
1316809,10/4/15,3:01:00 PM,39.47043,-121.688729,TRES-VIAS-1101,Lightning Arrestor,"NORTH SIDE OF HWY 162, 1500' EAST OF RICETON HWY",12000,OH,,,,,,,,,,,,,,,,
1316396,10/4/15,12:39:00 AM,39.73584,-121.68554,UNKNOWN,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1316439,10/4/15,1:12:00 AM,39.792282,-121.580291,PARADISE-1105,Conductor,,12000,OH,,,,,,,,,,,,,,,,
1316589,10/4/15,8:28:00 AM,38.81272,-121.2046,DEL-MAR-1103,Capacitor Bank,C-126 TAYLOR RD AND SIERRA COLLEGE,12000,OH,,,,,,,,,,,,,,,,
1316457,10/4/15,2:14:00 AM,39.22788,-121.37735,BROWNS-VALLEY-1101,Conductor,in field at 6275 sandstonel ln,12000,OH,,,,,,,,,,,,,,,,
1318382,10/7/15,3:06:00 PM,35.30789,-120.832809,MORRO-BAY-1102,Conductor,101924901,12000,OH,,,,,,,,,,,,,,,,
1318845,10/8/15,2:06:00 PM,35.5473,-120.7701,TEMPLETON-2110,Conductor,DEERFIELD RD S/O HIDDEN VALEY RD.,21000,OH,,,,,,,,,,,,,,,,
1319580,10/9/15,11:56:00 PM,40.8862033,-124.088335,ARCATA-1106,,114230157261{(N0910)},12000,OH,,,,,,,,,,,,,,,,
1319504,10/9/15,7:14:00 PM,38.38555,-122.53028,DUNBAR-1101,Conductor,"320 Freestone St, Frestone",12000,OH,,,,,,,,,,,,,,,,
TR6182684,10/9/15,10:17:00 PM,37.590825,-122.350225,SAN-MATEO-2102,Transformer,at base of pole c0708,21000,OH,,,,,,,,,,,,,,,,
1319052,10/9/15,6:31:00 AM,38.36399,-122.917289,MOLINO-1102,Conductor,"320 Freestone St, Frestone",12000,OH,,,,,,,,,,,,,,,,
1320502,10/12/15,9:45:00 AM,38.291897,-122.270605,NAPA-1112,Conductor,"1111 Terrace Drive, Napa",12000,OH,,,,,,,,,,,,,,,,
1320757,10/12/15,3:18:00 PM,38.9020617,-121.301085,LINCOLN-2108,Conductor,1800 HWY 65 LINCOLN,21000,OH,,,,,,,,,,,,,,,,
